date,agent_id,agent_name,language,queue,productive_hours,in_work_shrinkage_hours,absence_hours,WORK,LUNCH,BREAK,VAC,OTHER,PERFORMANCE_TALK,PARTNER_TRAINING,OFF,utilization_status
2024-01-01,A012,Name12 Surname12,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A013,Name13 Surname13,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A014,Name14 Surname14,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A015,Name15 Surname15,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A016,Name16 Surname16,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A017,Name17 Surname17,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A018,Name18 Surname18,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A019,Name19 Surname19,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A020,Name20 Surname20,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A021,Name21 Surname21,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A022,Name22 Surname22,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A023,Name23 Surname23,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-01,A024,Name24 Surname24,EN,Customer Service,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,VAC
2024-01-02,A001,Name01 Surname01,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A002,Name02 Surname02,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A003,Name03 Surname03,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A004,Name04 Surname04,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A005,Name05 Surname05,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A006,Name06 Surname06,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A007,Name07 Surname07,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A008,Name08 Surname08,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A009,Name09 Surname09,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A010,Name10 Surname10,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A011,Name11 Surname11,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A012,Name12 Surname12,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A013,Name13 Surname13,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A014,Name14 Surname14,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A015,Name15 Surname15,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A016,Name16 Surname16,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A017,Name17 Surname17,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A018,Name18 Surname18,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A019,Name19 Surname19,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A020,Name20 Surname20,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A021,Name21 Surname21,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A022,Name22 Surname22,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A023,Name23 Surname23,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-02,A024,Name24 Surname24,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A001,Name01 Surname01,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A002,Name02 Surname02,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A003,Name03 Surname03,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A004,Name04 Surname04,DE,Customer Service,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,VAC
2024-01-03,A005,Name05 Surname05,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A006,Name06 Surname06,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A007,Name07 Surname07,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A008,Name08 Surname08,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A009,Name09 Surname09,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A010,Name10 Surname10,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A011,Name11 Surname11,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A012,Name12 Surname12,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A013,Name13 Surname13,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A014,Name14 Surname14,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A015,Name15 Surname15,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A016,Name16 Surname16,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A017,Name17 Surname17,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A018,Name18 Surname18,IT,Customer Service,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,VAC
2024-01-03,A019,Name19 Surname19,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A020,Name20 Surname20,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A021,Name21 Surname21,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A022,Name22 Surname22,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A023,Name23 Surname23,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-03,A024,Name24 Surname24,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-04,A001,Name01 Surname01,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A002,Name02 Surname02,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A003,Name03 Surname03,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A004,Name04 Surname04,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A005,Name05 Surname05,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A006,Name06 Surname06,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A007,Name07 Surname07,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A008,Name08 Surname08,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A009,Name09 Surname09,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A010,Name10 Surname10,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A011,Name11 Surname11,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A012,Name12 Surname12,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A013,Name13 Surname13,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A014,Name14 Surname14,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A015,Name15 Surname15,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A016,Name16 Surname16,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A017,Name17 Surname17,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A018,Name18 Surname18,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A019,Name19 Surname19,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A020,Name20 Surname20,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A021,Name21 Surname21,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A022,Name22 Surname22,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A023,Name23 Surname23,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-04,A024,Name24 Surname24,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-05,A001,Name01 Surname01,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A002,Name02 Surname02,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A003,Name03 Surname03,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A004,Name04 Surname04,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A005,Name05 Surname05,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A006,Name06 Surname06,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A007,Name07 Surname07,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A008,Name08 Surname08,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A009,Name09 Surname09,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A010,Name10 Surname10,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A011,Name11 Surname11,FR,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A012,Name12 Surname12,FR,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A013,Name13 Surname13,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A014,Name14 Surname14,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A015,Name15 Surname15,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A016,Name16 Surname16,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A017,Name17 Surname17,IT,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A018,Name18 Surname18,IT,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A019,Name19 Surname19,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A020,Name20 Surname20,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A021,Name21 Surname21,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A022,Name22 Surname22,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A023,Name23 Surname23,EN,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-05,A024,Name24 Surname24,EN,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-06,A001,Name01 Surname01,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A002,Name02 Surname02,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A003,Name03 Surname03,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A004,Name04 Surname04,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A005,Name05 Surname05,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A006,Name06 Surname06,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A007,Name07 Surname07,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A008,Name08 Surname08,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A009,Name09 Surname09,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A010,Name10 Surname10,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A011,Name11 Surname11,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A012,Name12 Surname12,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A013,Name13 Surname13,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A014,Name14 Surname14,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A015,Name15 Surname15,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A016,Name16 Surname16,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A017,Name17 Surname17,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A018,Name18 Surname18,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A019,Name19 Surname19,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A020,Name20 Surname20,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A021,Name21 Surname21,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A022,Name22 Surname22,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A023,Name23 Surname23,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-06,A024,Name24 Surname24,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A001,Name01 Surname01,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A002,Name02 Surname02,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A003,Name03 Surname03,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A004,Name04 Surname04,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A005,Name05 Surname05,DE,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A006,Name06 Surname06,DE,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A007,Name07 Surname07,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A008,Name08 Surname08,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A009,Name09 Surname09,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A010,Name10 Surname10,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A011,Name11 Surname11,FR,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A012,Name12 Surname12,FR,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A013,Name13 Surname13,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A014,Name14 Surname14,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A015,Name15 Surname15,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A016,Name16 Surname16,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A017,Name17 Surname17,IT,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A018,Name18 Surname18,IT,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A019,Name19 Surname19,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A020,Name20 Surname20,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A021,Name21 Surname21,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A022,Name22 Surname22,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A023,Name23 Surname23,EN,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-07,A024,Name24 Surname24,EN,Customer Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.983,OFF
2024-01-08,A001,Name01 Surname01,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-08,A002,Name02 Surname02,DE,Customer Service,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
2024-01-08,A003,Name03 Surname03,DE,Sales,7.5,1.5,0.0,9.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,FULL_PRODUCTIVE
